lang,,SP, ,HIP, ,HCP, ,OPT, ,NS, ,NT, ,WHM, ,PI, ,TM, ,VtoI, ,ItoC, ,AH, ,QInv,
"133",0,1.2e-322,2468,1.2e-322,753,0.5,-1,0.5,-1,0.003360556,-1,0.938107337,-1,0.5,-1,4.29E-292,4732,6.28E-260,5319,2.52E-94,14480,0.5,-1,6.25E-212,6404,0.5,-1
"133",0,1.2e-322,2478,1.2e-322,777,0.5,-1,0.5,-1,0.003785455,-1,0.932937909,-1,0.5,-1,1.07E-290,4717,1.95E-255,5395,1.87E-94,14273,0.5,-1,6.21E-212,6408,0.5,-1
"133",0,1.2e-322,2123,1.2e-322,794,0.5,-1,0.5,-1,0.003284107,-1,0.932307235,-1,0.5,-1,2.49E-288,4563,1.22E-260,4910,1.90E-94,14368,0.5,-1,7.77E-212,6394,0.5,-1
"133",0,1.2e-322,2226,1.2e-322,831,0.5,-1,0.5,-1,0.003995597,-1,0.937131108,-1,0.5,-1,1.73E-290,4616,2.16E-257,4637,1.71E-94,14551,0.5,-1,5.09E-212,6363,0.5,-1
"133",0,1.2e-322,2117,1.2e-322,782,0.5,-1,0.5,-1,0.004027706,-1,0.926436989,-1,0.5,-1,3.31E-289,4366,4.46E-257,5153,3.06E-94,14640,0.5,-1,6.97E-212,6377,0.5,-1
"133",0,1.2e-322,2263,1.2e-322,783,0.5,-1,0.5,-1,0.003755277,-1,0.938410508,-1,0.5,-1,5.16E-289,4545,1.41E-259,5218,3.21E-94,14656,0.5,-1,5.23E-212,6389,0.5,-1
"133",0,1.2e-322,2316,1.2e-322,813,0.5,-1,0.5,-1,0.003881332,-1,0.928408061,-1,0.5,-1,2.70E-288,4973,6.16E-258,5194,3.16E-94,14373,0.5,-1,6.39E-212,6391,0.5,-1
"133",0,1.2e-322,2287,1.2e-322,807,0.5,-1,0.5,-1,0.003736538,-1,0.939170706,-1,0.5,-1,7.26E-293,4964,2.54E-256,5353,3.13E-94,14460,0.5,-1,5.98E-212,6381,0.5,-1
"133",0,1.2e-322,2089,1.2e-322,826,0.5,-1,0.5,-1,0.004043857,-1,0.946905039,-1,0.5,-1,7.57E-289,5212,9.22E-259,5433,2.50E-94,14306,0.5,-1,6.27E-212,6394,0.5,-1
"133",0,1.2e-322,2282,1.2e-322,777,0.5,-1,0.5,-1,0.004268344,-1,0.937804572,-1,0.5,-1,4.29E-293,4599,1.47E-257,5117,2.88E-94,14464,0.5,-1,6.09E-212,6411,0.5,-1
"133",0,1.2e-322,2304,1.2e-322,771,0.5,-1,0.5,-1,0.003307188,-1,0.941731738,-1,0.5,-1,1.73E-292,3771,1.13E-259,5520,4.48E-94,14551,0.5,-1,6.86E-212,6385,0.5,-1
"133",0,1.2e-322,2461,1.2e-322,794,0.5,-1,0.5,-1,0.003971683,-1,0.946227837,-1,0.5,-1,6.32E-288,4938,9.05E-257,5483,1.89E-94,14403,0.5,-1,6.42E-212,6390,0.5,-1
"133",0,1.2e-322,2168,1.2e-322,753,0.5,-1,0.5,-1,0.00345603,-1,0.938867661,-1,0.5,-1,5.48E-290,4591,3.23E-259,4695,2.13E-94,14555,0.5,-1,5.71E-212,6358,0.5,-1
"133",0,1.2e-322,2373,1.2e-322,758,0.5,-1,0.5,-1,0.004294044,-1,0.9457488,-1,0.5,-1,1.99E-292,4951,2.34E-258,5262,3.01E-94,14462,0.5,-1,4.92E-212,6404,0.5,-1
"133",0,1.2e-322,2435,1.2e-322,849,0.5,-1,0.5,-1,0.004268344,-1,0.943814722,-1,0.5,-1,8.20E-290,4440,1.91E-257,5263,2.12E-94,14360,0.5,-1,5.89E-212,6389,0.5,-1
"133",0,1.2e-322,2143,1.2e-322,755,0.5,-1,0.5,-1,0.003543564,-1,0.943040829,-1,0.5,-1,1.50E-288,4949,7.10E-258,5259,1.82E-94,14403,0.5,-1,4.57E-212,6384,0.5,-1
"133",0,1.2e-322,2338,1.2e-322,779,0.5,-1,0.5,-1,0.003695641,-1,0.939562177,-1,0.5,-1,2.59E-290,4867,1.50E-256,5275,2.25E-94,14438,0.5,-1,4.98E-212,6412,0.5,-1
"133",0,1.2e-322,2150,1.2e-322,707,0.5,-1,0.5,-1,0.003800634,-1,0.937461402,-1,0.5,-1,1.44E-293,4554,1.38E-258,5115,2.46E-94,14456,0.5,-1,6.59E-212,6396,0.5,-1
"133",0,1.2e-322,2194,1.2e-322,807,0.5,-1,0.5,-1,0.003770335,-1,0.940972843,-1,0.5,-1,3.59E-289,4978,4.74E-257,5604,3.89E-94,14386,0.5,-1,5.48E-212,6387,0.5,-1
"133",0,1.2e-322,2502,1.2e-322,752,0.5,-1,0.5,-1,0.003975659,-1,0.942372398,-1,0.5,-1,4.12E-292,4726,6.04E-256,5337,2.24E-94,14252,0.5,-1,6.44E-212,6368,0.5,-1
"133",0,1.2e-322,2486,1.2e-322,810,0.5,-1,0.5,-1,0.003995597,-1,0.954077697,-1,0.5,-1,3.11E-290,4792,3.10E-256,5036,1.10E-94,14544,0.5,-1,7.83E-212,6412,0.5,-1
"133",0,1.2e-322,2164,1.2e-322,775,0.5,-1,0.5,-1,0.004007608,-1,0.936384914,-1,0.5,-1,3.31E-289,4533,1.47E-258,4933,2.08E-94,14434,0.5,-1,5.96E-212,6388,0.5,-1
"133",0,1.2e-322,2351,1.2e-322,718,0.5,-1,0.5,-1,0.003812059,-1,0.94858877,-1,0.5,-1,6.31E-289,4794,8.17E-259,5296,1.74E-94,14277,0.5,-1,7.06E-212,6374,0.5,-1
"133",0,1.2e-322,2389,1.2e-322,841,0.5,-1,0.5,-1,0.003629682,-1,0.950085882,-1,0.5,-1,2.70E-290,5141,7.24E-258,5136,4.16E-94,14591,0.5,-1,6.65E-212,6385,0.5,-1
"133",0,1.2e-322,2260,1.2e-322,794,0.5,-1,0.5,-1,0.003691945,-1,0.940019996,-1,0.5,-1,1.66E-290,4408,5.35E-257,5639,1.99E-94,14578,0.5,-1,6.60E-212,6382,0.5,-1
"133",0,1.2e-322,2358,1.2e-322,844,0.5,-1,0.5,-1,0.003835012,-1,0.947571216,-1,0.5,-1,1.09E-287,4548,1.04E-256,5508,3.30E-94,14302,0.5,-1,7.29E-212,6415,0.5,-1
"133",0,1.2e-322,2066,1.2e-322,832,0.5,-1,0.5,-1,0.004100898,-1,0.956976918,-1,0.5,-1,3.24E-291,4769,4.46E-257,5532,2.76E-94,14522,0.5,-1,8.63E-212,6407,0.5,-1
"133",0,1.2e-322,2052,1.2e-322,775,0.5,-1,0.5,-1,0.003808247,-1,0.93382731,-1,0.5,-1,1.02E-290,4315,2.34E-259,5621,3.03E-94,14538,0.5,-1,6.37E-212,6385,0.5,-1
"133",0,1.2e-322,2302,1.2e-322,731,0.5,-1,0.5,-1,0.003999597,-1,0.938659235,-1,0.5,-1,6.06E-291,5072,1.73E-257,5283,2.20E-94,14450,0.5,-1,7.71E-212,6398,0.5,-1
"133",0,1.2e-322,2582,1.2e-322,720,0.5,-1,0.5,-1,0.003323774,-1,0.937313953,-1,0.5,-1,1.44E-290,4940,6.42E-257,5305,2.67E-94,14591,0.5,-1,6.90E-212,6395,0.5,-1
"133",0,1.2e-322,2186,1.2e-322,777,0.5,-1,0.5,-1,0.004060073,-1,0.931533307,-1,0.5,-1,1.84E-290,4260,8.51E-259,5035,3.73E-94,14557,0.5,-1,6.34E-212,6381,0.5,-1
"133",0,1.2e-322,2306,1.2e-322,766,0.5,-1,0.5,-1,0.003896897,-1,0.942696732,-1,0.5,-1,1.36E-290,4256,1.83E-260,4817,2.14E-94,14626,0.5,-1,6.85E-212,6399,0.5,-1
"133",0,1.2e-322,2487,1.2e-322,817,0.5,-1,0.5,-1,0.004121464,-1,0.937189102,-1,0.5,-1,1.09E-290,4562,8.70E-256,5499,1.92E-94,14457,0.5,-1,6.42E-212,6408,0.5,-1
"133",0,1.2e-322,2128,1.2e-322,786,0.5,-1,0.5,-1,0.004113225,-1,0.939681,-1,0.5,-1,2.17E-287,4597,6.16E-258,5450,3.62E-94,14273,0.5,-1,4.82E-212,6385,0.5,-1
"133",0,1.2e-322,2263,1.2e-322,739,0.5,-1,0.5,-1,0.003804439,-1,0.938563654,-1,0.5,-1,2.65E-290,4926,4.94E-255,5684,2.09E-94,14545,0.5,-1,6.73E-212,6413,0.5,-1
"133",0,1.2e-322,2032,1.2e-322,807,0.5,-1,0.5,-1,0.003967712,-1,0.939232687,-1,0.5,-1,5.59E-290,4756,4.38E-256,5945,2.33E-94,14371,0.5,-1,6.71E-212,6390,0.5,-1
"133",0,1.2e-322,2331,1.2e-322,856,0.5,-1,0.5,-1,0.003928212,-1,0.946017993,-1,0.5,-1,4.38E-291,4781,1.00E-259,5255,3.52E-94,14470,0.5,-1,6.53E-212,6410,0.5,-1
"133",0,1.2e-322,2129,1.2e-322,749,0.5,-1,0.5,-1,0.003963744,-1,0.945616804,-1,0.5,-1,3.51E-291,5134,4.20E-257,5595,3.14E-94,14505,0.5,-1,6.18E-212,6392,0.5,-1
"133",0,1.2e-322,2397,1.2e-322,784,0.5,-1,0.5,-1,0.004007608,-1,0.920344644,-1,0.5,-1,2.39E-289,4863,5.35E-257,5322,2.43E-94,14587,0.5,-1,7.38E-212,6412,0.5,-1
"133",0,1.2e-322,2171,1.2e-322,813,0.5,-1,0.5,-1,0.004015635,-1,0.937469632,-1,0.5,-1,1.44E-292,4556,9.82E-256,5213,2.79E-94,14417,0.5,-1,5.94E-212,6404,0.5,-1
"133",0,1.2e-322,2150,1.2e-322,872,0.5,-1,0.5,-1,0.003951864,-1,0.954486546,-1,0.5,-1,1.00E-290,4695,5.24E-257,5458,2.82E-94,14496,0.5,-1,7.05E-212,6411,0.5,-1
"133",0,1.2e-322,2042,1.2e-322,858,0.5,-1,0.5,-1,0.004192164,-1,0.943817597,-1,0.5,-1,1.88E-289,4538,9.04E-259,5222,4.55E-94,14211,0.5,-1,6.65E-212,6372,0.5,-1
"133",0,1.2e-322,2023,1.2e-322,834,0.5,-1,0.5,-1,0.00398761,-1,0.942178705,-1,0.5,-1,1.36E-288,4569,6.54E-259,5572,2.30E-94,14334,0.5,-1,6.88E-212,6414,0.5,-1
"133",0,1.2e-322,2301,1.2e-322,761,0.5,-1,0.5,-1,0.00392036,-1,0.937268697,-1,0.5,-1,1.16E-290,4480,9.61E-257,5067,2.18E-94,14624,0.5,-1,5.70E-212,6396,0.5,-1
"133",0,1.2e-322,2396,1.2e-322,794,0.5,-1,0.5,-1,0.003896897,-1,0.945170665,-1,0.5,-1,2.21E-291,4729,2.29E-256,5201,1.67E-94,14381,0.5,-1,7.01E-212,6391,0.5,-1
"133",0,1.2e-322,2130,1.2e-322,826,0.5,-1,0.5,-1,0.004367704,-1,0.922199354,-1,0.5,-1,5.15E-290,5062,8.34E-259,5111,1.80E-94,14499,0.5,-1,6.04E-212,6387,0.5,-1
"133",0,1.2e-322,2233,1.2e-322,752,0.5,-1,0.5,-1,0.003579195,-1,0.94888806,-1,0.5,-1,4.39E-290,4341,2.20E-259,5036,3.92E-94,14426,0.5,-1,6.65E-212,6399,0.5,-1
"133",0,1.2e-322,2101,1.2e-322,763,0.5,-1,0.5,-1,0.003762799,-1,0.944062342,-1,0.5,-1,3.44E-290,4280,3.95E-257,5263,2.73E-94,14395,0.5,-1,6.34E-212,6392,0.5,-1
"133",0,1.2e-322,2206,1.2e-322,776,0.5,-1,0.5,-1,0.00385039,-1,0.938034101,-1,0.5,-1,1.02E-290,4908,1.72E-259,5493,1.88E-94,14491,0.5,-1,5.61E-212,6390,0.5,-1
"133",0,1.2e-322,2104,1.2e-322,821,0.5,-1,0.5,-1,0.0038697,-1,0.926957117,-1,0.5,-1,8.90E-289,4813,1.59E-258,5845,3.60E-94,14441,0.5,-1,6.68E-212,6418,0.5,-1
"133",0,1.2e-322,2259,1.2e-322,764,0.5,-1,0.5,-1,0.003932145,-1,0.93919057,-1,0.5,-1,1.07E-288,4639,1.25E-258,4994,3.06E-94,14440,0.5,-1,5.97E-212,6384,0.5,-1
"133",0,1.2e-322,2273,1.2e-322,773,0.5,-1,0.5,-1,0.00341137,-1,0.935412854,-1,0.5,-1,3.44E-290,5054,4.12E-256,5571,2.44E-94,14402,0.5,-1,5.42E-212,6409,0.5,-1
"133",0,1.2e-322,2322,1.2e-322,778,0.5,-1,0.5,-1,0.00348729,-1,0.935630557,-1,0.5,-1,4.38E-291,4781,3.65E-257,4933,1.68E-94,14392,0.5,-1,5.50E-212,6415,0.5,-1
"133",0,1.2e-322,2225,1.2e-322,762,0.5,-1,0.5,-1,0.00357204,-1,0.94937335,-1,0.5,-1,7.27E-289,4716,9.99E-261,5379,4.47E-94,14525,0.5,-1,6.09E-212,6393,0.5,-1
"133",0,1.2e-322,2193,1.2e-322,781,0.5,-1,0.5,-1,0.003983622,-1,0.93865668,-1,0.5,-1,1.18E-287,4560,1.87E-258,4759,2.44E-94,14704,0.5,-1,5.40E-212,6389,0.5,-1
"133",0,1.2e-322,2542,1.2e-322,766,0.5,-1,0.5,-1,0.003979639,-1,0.940721087,-1,0.5,-1,9.65E-288,4870,2.11E-257,5387,2.22E-94,14340,0.5,-1,5.52E-212,6400,0.5,-1
"133",0,1.2e-322,2079,1.2e-322,737,0.5,-1,0.5,-1,0.003414785,-1,0.947083945,-1,0.5,-1,1.60E-291,4856,2.86E-258,5431,3.05E-94,14471,0.5,-1,5.72E-212,6395,0.5,-1
"133",0,1.2e-322,2225,1.2e-322,728,0.5,-1,0.5,-1,0.004234317,-1,0.938611505,-1,0.5,-1,2.76E-289,4675,4.29E-257,5467,4.17E-94,14568,0.5,-1,7.70E-212,6377,0.5,-1
"133",0,1.2e-322,2087,1.2e-322,763,0.5,-1,0.5,-1,0.003497773,-1,0.943779516,-1,0.5,-1,7.72E-290,4740,2.98E-259,5032,2.96E-94,14621,0.5,-1,6.05E-212,6393,0.5,-1
"133",0,1.2e-322,2316,1.2e-322,769,0.5,-1,0.5,-1,0.003793037,-1,0.952659992,-1,0.5,-1,1.77E-288,4933,3.79E-259,5334,3.01E-94,14542,0.5,-1,5.85E-212,6400,0.5,-1
"133",0,1.2e-322,2479,1.2e-322,765,0.5,-1,0.5,-1,0.003951864,-1,0.928975045,-1,0.5,-1,6.07E-288,4775,2.24E-258,5077,4.42E-94,14516,0.5,-1,5.98E-212,6389,0.5,-1
"133",0,1.2e-322,2040,1.2e-322,788,0.5,-1,0.5,-1,0.003669849,-1,0.949625611,-1,0.5,-1,8.38E-288,4571,9.24E-256,4657,2.91E-94,14541,0.5,-1,6.25E-212,6395,0.5,-1
"133",0,1.2e-322,2196,1.2e-322,834,0.5,-1,0.5,-1,0.003449121,-1,0.941023855,-1,0.5,-1,4.13E-290,4702,9.41E-259,5369,3.18E-94,14390,0.5,-1,5.80E-212,6399,0.5,-1
"133",0,1.2e-322,2293,1.2e-322,762,0.5,-1,0.5,-1,0.003691945,-1,0.953514125,-1,0.5,-1,7.13E-289,5218,2.07E-260,5060,3.11E-94,14397,0.5,-1,5.08E-212,6376,0.5,-1
"133",0,1.2e-322,2195,1.2e-322,755,0.5,-1,0.5,-1,0.003254668,-1,0.940430682,-1,0.5,-1,2.99E-288,4144,7.38E-260,5709,2.37E-94,14517,0.5,-1,5.24E-212,6390,0.5,-1
"133",0,1.2e-322,2275,1.2e-322,848,0.5,-1,0.5,-1,0.003550662,-1,0.951811818,-1,0.5,-1,2.93E-289,4570,1.73E-258,5489,2.19E-94,14369,0.5,-1,6.48E-212,6396,0.5,-1
"133",0,1.2e-322,2158,1.2e-322,794,0.5,-1,0.5,-1,0.004035774,-1,0.947628554,-1,0.5,-1,1.16E-291,4193,4.73E-260,5277,3.59E-94,14554,0.5,-1,6.07E-212,6385,0.5,-1
"133",0,1.2e-322,2090,1.2e-322,763,0.5,-1,0.5,-1,0.003350484,-1,0.94099438,-1,0.5,-1,3.44E-290,4513,1.62E-257,5620,3.20E-94,14469,0.5,-1,5.74E-212,6416,0.5,-1
"133",0,1.2e-322,2072,1.2e-322,763,0.5,-1,0.5,-1,0.00392036,-1,0.94662733,-1,0.5,-1,8.05E-287,5019,2.38E-258,5077,3.33E-94,14533,0.5,-1,6.26E-212,6418,0.5,-1
"133",0,1.2e-322,2243,1.2e-322,790,0.5,-1,0.5,-1,0.003459489,-1,0.950504808,-1,0.5,-1,2.12E-291,5023,2.03E-260,5515,3.28E-94,14330,0.5,-1,7.27E-212,6411,0.5,-1
"133",0,1.2e-322,2362,1.2e-322,766,0.5,-1,0.5,-1,0.003736538,-1,0.951127459,-1,0.5,-1,1.77E-288,4545,2.03E-256,5294,1.52E-94,14461,0.5,-1,5.52E-212,6404,0.5,-1
"133",0,1.2e-322,2220,1.2e-322,707,0.5,-1,0.5,-1,0.003785455,-1,0.94008393,-1,0.5,-1,3.30E-291,4709,4.64E-260,5145,4.17E-94,14556,0.5,-1,7.76E-212,6406,0.5,-1
"133",0,1.2e-322,2240,1.2e-322,821,0.5,-1,0.5,-1,0.003695641,-1,0.942673804,-1,0.5,-1,1.47E-291,4747,4.84E-258,4849,4.10E-94,14556,0.5,-1,6.25E-212,6397,0.5,-1
"133",0,1.2e-322,2475,1.2e-322,804,0.5,-1,0.5,-1,0.004117343,-1,0.947363039,-1,0.5,-1,4.30E-288,4558,1.91E-257,4814,2.94E-94,14390,0.5,-1,5.95E-212,6371,0.5,-1
"133",0,1.2e-322,2353,1.2e-322,762,0.5,-1,0.5,-1,0.003550662,-1,0.940161416,-1,0.5,-1,4.13E-290,4489,1.91E-257,5474,2.76E-94,14388,0.5,-1,5.24E-212,6383,0.5,-1
"133",0,1.2e-322,2268,1.2e-322,802,0.5,-1,0.5,-1,0.004208974,-1,0.931890007,-1,0.5,-1,3.81E-289,5235,5.57E-258,4835,3.17E-94,14310,0.5,-1,5.62E-212,6375,0.5,-1
"133",0,1.2e-322,2397,1.2e-322,775,0.5,-1,0.5,-1,0.00412559,-1,0.941274312,-1,0.5,-1,1.50E-288,5160,4.74E-257,5077,2.96E-94,14530,0.5,-1,6.09E-212,6430,0.5,-1
"133",0,1.2e-322,2285,1.2e-322,796,0.5,-1,0.5,-1,0.003589954,-1,0.928607535,-1,0.5,-1,6.97E-292,4720,1.66E-258,5557,3.60E-94,14372,0.5,-1,6.73E-212,6405,0.5,-1
"133",0,1.2e-322,2289,1.2e-322,825,0.5,-1,0.5,-1,0.004060073,-1,0.933253082,-1,0.5,-1,2.12E-288,4245,1.11E-256,5233,3.73E-94,14676,0.5,-1,6.21E-212,6387,0.5,-1
"133",0,1.2e-322,2259,1.2e-322,750,0.5,-1,0.5,-1,0.003889107,-1,0.937583729,-1,0.5,-1,6.31E-291,5239,1.27E-259,5336,2.25E-94,14535,0.5,-1,5.71E-212,6388,0.5,-1
"133",0,1.2e-322,2175,1.2e-322,794,0.5,-1,0.5,-1,0.003655191,-1,0.949351606,-1,0.5,-1,7.40E-293,4532,4.03E-257,4943,2.40E-94,14193,0.5,-1,7.46E-212,6374,0.5,-1
"133",0,1.2e-322,2158,1.2e-322,811,0.5,-1,0.5,-1,0.003225493,-1,0.94796844,-1,0.5,-1,2.25E-293,4797,4.28E-259,4769,1.70E-94,14627,0.5,-1,6.46E-212,6383,0.5,-1
"133",0,1.2e-322,2372,1.2e-322,813,0.5,-1,0.5,-1,0.004200561,-1,0.944460998,-1,0.5,-1,2.76E-288,4341,9.22E-259,4995,3.47E-94,14538,0.5,-1,5.97E-212,6393,0.5,-1
"133",0,1.2e-322,2099,1.2e-322,734,0.5,-1,0.5,-1,0.003793037,-1,0.941236247,-1,0.5,-1,2.35E-289,4510,4.94E-256,5166,6.61E-94,14803,0.5,-1,7.79E-212,6385,0.5,-1
"133",0,1.2e-322,2482,1.2e-322,783,0.5,-1,0.5,-1,0.00361157,-1,0.938346368,-1,0.5,-1,4.75E-290,4640,2.43E-258,5364,1.75E-94,14425,0.5,-1,5.75E-212,6398,0.5,-1
"134",0,1.2e-322,2205,1.2e-322,789,0.5,-1,0.5,-1,0.003377409,-1,0.934581898,-1,0.5,-1,1.73E-294,4300,2.34E-257,5191,2.69E-94,14412,0.5,-1,5.68E-212,6373,0.5,-1
"134",0,1.2e-322,2061,1.2e-322,783,0.5,-1,0.5,-1,0.004080435,-1,0.94191021,-1,0.5,-1,5.05E-290,4427,4.55E-259,5099,2.86E-94,14588,0.5,-1,6.37E-212,6403,0.5,-1
"134",0,1.2e-322,2147,1.2e-322,770,0.5,-1,0.5,-1,0.003781669,-1,0.936000089,-1,0.5,-1,3.17E-290,4075,3.87E-258,5580,3.05E-94,14696,0.5,-1,6.07E-212,6403,0.5,-1
"134",0,1.2e-322,2323,1.2e-322,828,0.5,-1,0.5,-1,0.003666179,-1,0.942209913,-1,0.5,-1,2.81E-290,4853,3.79E-258,5264,2.17E-94,14209,0.5,-1,6.09E-212,6398,0.5,-1
"134",0,1.2e-322,2319,1.2e-322,761,0.5,-1,0.5,-1,0.003651536,-1,0.932606338,-1,0.5,-1,4.30E-290,4565,1.11E-257,5063,2.69E-94,14177,0.5,-1,5.38E-212,6405,0.5,-1
"134",0,1.2e-322,2343,1.2e-322,747,0.5,-1,0.5,-1,0.0041796,-1,0.927900639,-1,0.5,-1,1.84E-289,5252,6.96E-257,4989,2.53E-94,14696,0.5,-1,6.69E-212,6396,0.5,-1
"134",0,1.2e-322,2193,1.2e-322,846,0.5,-1,0.5,-1,0.00428975,-1,0.954052558,-1,0.5,-1,2.39E-288,4898,1.33E-255,5112,2.18E-94,14685,0.5,-1,6.03E-212,6389,0.5,-1
"134",0,1.2e-322,2114,1.2e-322,815,0.5,-1,0.5,-1,0.003717892,-1,0.914716137,-1,0.5,-1,1.13E-288,4839,2.34E-259,4716,2.97E-94,14565,0.5,-1,7.63E-212,6385,0.5,-1
"134",0,1.2e-322,2304,1.2e-322,783,0.5,-1,0.5,-1,0.003714175,-1,0.93492047,-1,0.5,-1,9.85E-289,4607,4.03E-258,5722,5.07E-94,14407,0.5,-1,6.33E-212,6391,0.5,-1
"134",0,1.2e-322,2462,1.2e-322,785,0.5,-1,0.5,-1,0.004105003,-1,0.936346849,-1,0.5,-1,5.05E-289,4851,7.70E-256,5163,2.78E-94,14347,0.5,-1,6.74E-212,6402,0.5,-1
"134",0,1.2e-322,2153,1.2e-322,790,0.5,-1,0.5,-1,0.003655191,-1,0.949242927,-1,0.5,-1,2.49E-290,4886,2.53E-259,5128,4.76E-94,14772,0.5,-1,6.99E-212,6399,0.5,-1
"134",0,1.2e-322,2175,1.2e-322,766,0.5,-1,0.5,-1,0.004068206,-1,0.927808556,-1,0.5,-1,6.84E-290,4622,1.83E-257,5114,3.66E-94,14435,0.5,-1,4.34E-212,6394,0.5,-1
"134",0,1.2e-322,2291,1.2e-322,771,0.5,-1,0.5,-1,0.003575616,-1,0.944750956,-1,0.5,-1,5.05E-289,5111,1.47E-256,5345,2.21E-94,14409,0.5,-1,5.82E-212,6396,0.5,-1
"134",0,1.2e-322,2148,1.2e-322,770,0.5,-1,0.5,-1,0.00368088,-1,0.942948526,-1,0.5,-1,1.11E-286,4660,3.30E-255,5560,3.99E-94,14732,0.5,-1,6.05E-212,6408,0.5,-1
"134",0,1.2e-322,2287,1.2e-322,746,0.5,-1,0.5,-1,0.003766565,-1,0.936840796,-1,0.5,-1,1.30E-291,4476,2.54E-255,5473,3.29E-94,14535,0.5,-1,6.54E-212,6392,0.5,-1
"134",0,1.2e-322,2146,1.2e-322,799,0.5,-1,0.5,-1,0.003582778,-1,0.940099425,-1,0.5,-1,9.64E-291,4645,9.22E-259,5236,6.72E-94,14528,0.5,-1,6.44E-212,6416,0.5,-1
"134",0,1.2e-322,2223,1.2e-322,782,0.5,-1,0.5,-1,0.003655191,-1,0.947230617,-1,0.5,-1,6.43E-291,4621,3.23E-259,5362,2.18E-94,14352,0.5,-1,5.66E-212,6411,0.5,-1
"134",0,1.2e-322,2127,1.2e-322,820,0.5,-1,0.5,-1,0.004238555,-1,0.930962446,-1,0.5,-1,1.36E-290,5036,1.87E-259,4981,4.70E-94,14758,0.5,-1,8.27E-212,6394,0.5,-1
"134",0,1.2e-322,2199,1.2e-322,772,0.5,-1,0.5,-1,0.003501274,-1,0.943898812,-1,0.5,-1,3.31E-290,4284,1.13E-259,5020,2.14E-94,14506,0.5,-1,7.54E-212,6400,0.5,-1
"134",0,1.2e-322,2095,1.2e-322,807,0.5,-1,0.5,-1,0.00386583,-1,0.944975575,-1,0.5,-1,6.70E-290,5079,1.38E-257,5401,2.61E-94,14299,0.5,-1,7.89E-212,6389,0.5,-1
"134",0,1.2e-322,2207,1.2e-322,767,0.5,-1,0.5,-1,0.004230083,-1,0.933887368,-1,0.5,-1,4.57E-289,4530,1.62E-257,5265,1.87E-94,14331,0.5,-1,5.76E-212,6384,0.5,-1
"134",0,1.2e-322,2282,1.2e-322,855,0.5,-1,0.5,-1,0.003777887,-1,0.936111873,-1,0.5,-1,5.59E-290,4694,1.80E-255,5340,1.32E-94,14195,0.5,-1,8.11E-212,6402,0.5,-1
"134",0,1.2e-322,2306,1.2e-322,803,0.5,-1,0.5,-1,0.003740278,-1,0.939717749,-1,0.5,-1,8.89E-292,4830,8.34E-258,5085,3.09E-94,14294,0.5,-1,7.42E-212,6389,0.5,-1
"134",0,1.2e-322,2314,1.2e-322,848,0.5,-1,0.5,-1,0.004251297,-1,0.935671143,-1,0.5,-1,3.51E-289,5108,3.10E-255,5627,2.85E-94,14287,0.5,-1,5.72E-212,6388,0.5,-1
"134",0,1.2e-322,2156,1.2e-322,719,0.5,-1,0.5,-1,0.00361157,-1,0.946335603,-1,0.5,-1,2.81E-289,4370,4.93E-261,5489,1.86E-94,14691,0.5,-1,6.09E-212,6403,0.5,-1
"134",0,1.2e-322,2238,1.2e-322,775,0.5,-1,0.5,-1,0.003815875,-1,0.933695709,-1,0.5,-1,9.64E-291,4561,3.16E-258,5791,2.25E-94,14614,0.5,-1,5.87E-212,6405,0.5,-1
"134",0,1.2e-322,1992,1.2e-322,722,0.5,-1,0.5,-1,0.003607958,-1,0.948396523,-1,0.5,-1,4.75E-291,4832,6.16E-257,4941,1.78E-94,14603,0.5,-1,6.22E-212,6408,0.5,-1
"134",0,1.2e-322,2300,1.2e-322,766,0.5,-1,0.5,-1,0.003777887,-1,0.948541781,-1,0.5,-1,1.57E-288,4656,1.04E-256,5029,3.29E-94,14409,0.5,-1,7.16E-212,6384,0.5,-1
"134",0,1.2e-322,2285,1.2e-322,807,0.5,-1,0.5,-1,0.003751521,-1,0.942533156,-1,0.5,-1,3.66E-289,4781,5.91E-259,4799,1.52E-94,14599,0.5,-1,5.46E-212,6398,0.5,-1
"134",0,1.2e-322,2299,1.2e-322,797,0.5,-1,0.5,-1,0.003947913,-1,0.948029943,-1,0.5,-1,8.05E-288,4285,7.10E-257,4891,2.20E-94,14609,0.5,-1,6.06E-212,6415,0.5,-1
"134",0,1.2e-322,2440,1.2e-322,779,0.5,-1,0.5,-1,0.003842693,-1,0.937382198,-1,0.5,-1,1.88E-290,4156,6.42E-258,4874,2.11E-94,14620,0.5,-1,6.60E-212,6399,0.5,-1
"134",0,1.2e-322,2125,1.2e-322,771,0.5,-1,0.5,-1,0.003421624,-1,0.95185781,-1,0.5,-1,2.93E-288,4734,1.38E-257,5058,2.12E-94,14369,0.5,-1,6.20E-212,6392,0.5,-1
"134",0,1.2e-322,2292,1.2e-322,759,0.5,-1,0.5,-1,0.00417542,-1,0.954430324,-1,0.5,-1,6.71E-287,3918,2.53E-257,5639,2.42E-94,14512,0.5,-1,6.04E-212,6417,0.5,-1
"134",0,1.2e-322,2417,1.2e-322,725,0.5,-1,0.5,-1,0.004268344,-1,0.93864825,-1,0.5,-1,6.32E-288,4476,8.87E-257,4896,2.91E-94,14407,0.5,-1,7.05E-212,6420,0.5,-1
