lang,,SP, ,HIP, ,HCP, ,OPT, ,NS, ,NT, ,WHM, ,PI, ,TM, ,VtoI, ,ItoC, ,AH, ,QInv,
"140",0,1.2e-322,2133,1.2e-322,728,0.5,-1,0.5,-1,0.003804439,-1,0.934618142,-1,0.5,-1,1.53E-289,4360,4.12E-256,5402,0.954215323,-1,0.5,-1,1.2e-322,1254,0.5,-1
"140",0,1.2e-322,2356,1.2e-322,738,0.5,-1,0.5,-1,0.003815875,-1,0.930553562,-1,0.5,-1,2.60E-287,4396,6.82E-258,5003,0.949091077,-1,0.5,-1,1.2e-322,1178,0.5,-1
"140",0,1.2e-322,2403,1.2e-322,800,0.5,-1,0.5,-1,0.00412972,-1,0.951325821,-1,0.5,-1,2.35E-288,5246,1.84E-252,5621,0.944557856,-1,0.5,-1,1.2e-322,1264,0.5,-1
"140",0,1.2e-322,2090,1.2e-322,755,0.5,-1,0.5,-1,0.003904702,-1,0.938924404,-1,0.5,-1,1.57E-289,4726,4.46E-256,5309,0.941234554,-1,0.5,-1,1.2e-322,1147,0.5,-1
"140",0,1.2e-322,2294,1.2e-322,876,0.5,-1,0.5,-1,0.004047905,-1,0.941818517,-1,0.5,-1,2.00E-287,4785,1.04E-256,5789,0.951124423,-1,0.5,-1,1.2e-322,1232,0.5,-1
"140",0,1.2e-322,2382,1.2e-322,786,0.5,-1,0.5,-1,0.004051957,-1,0.93738854,-1,0.5,-1,3.45E-286,5021,6.55E-258,5030,0.94496627,-1,0.5,-1,1.2e-322,1299,0.5,-1
"140",0,1.2e-322,2154,1.2e-322,824,0.5,-1,0.5,-1,0.003936081,-1,0.943355214,-1,0.5,-1,8.73E-288,5220,7.24E-258,5120,0.961120317,-1,0.5,-1,1.2e-322,1224,0.5,-1
"140",0,1.2e-322,2219,1.2e-322,782,0.5,-1,0.5,-1,0.00360435,-1,0.94151646,-1,0.5,-1,2.87E-288,4358,4.12E-256,4950,0.954058647,-1,0.5,-1,1.2e-322,1212,0.5,-1
"140",0,1.2e-322,2418,1.2e-322,814,0.5,-1,0.5,-1,0.003647885,-1,0.942683186,-1,0.5,-1,3.59E-287,4740,2.80E-257,5526,0.953146722,-1,0.5,-1,1.2e-322,1192,0.5,-1
"140",0,1.2e-322,2325,1.2e-322,726,0.5,-1,0.5,-1,0.003800634,-1,0.951506811,-1,0.5,-1,5.71E-286,4852,2.24E-258,4773,0.948187142,-1,0.5,-1,1.2e-322,1248,0.5,-1
"140",0,1.2e-322,2303,1.2e-322,808,0.5,-1,0.5,-1,0.004259812,-1,0.935353306,-1,0.5,-1,3.05E-289,4680,7.10E-257,5058,0.946521542,-1,0.5,-1,1.2e-322,1329,0.5,-1
"140",0,1.2e-322,2477,1.2e-322,797,0.5,-1,0.5,-1,0.00395978,-1,0.941946507,-1,0.5,-1,7.89E-287,4524,3.51E-255,5566,0.947280362,-1,0.5,-1,1.2e-322,1309,0.5,-1
"140",0,1.2e-322,2360,1.2e-322,766,0.5,-1,0.5,-1,0.003967712,-1,0.944450498,-1,0.5,-1,6.58E-288,4941,4.04E-256,5244,0.951761876,-1,0.5,-1,1.2e-322,1323,0.5,-1
"140",0,1.2e-322,2569,1.2e-322,783,0.5,-1,0.5,-1,0.0038697,-1,0.950237796,-1,0.5,-1,1.88E-287,4607,3.80E-257,5411,0.959432654,-1,0.5,-1,1.2e-322,1335,0.5,-1
"140",0,1.2e-322,2517,1.2e-322,803,0.5,-1,0.5,-1,0.003688253,-1,0.94488199,-1,0.5,-1,2.99E-288,5007,4.20E-259,5619,0.946558358,-1,0.5,-1,1.2e-322,1377,0.5,-1
"140",0,1.2e-322,2337,1.2e-322,820,0.5,-1,0.5,-1,0.003618804,-1,0.945955859,-1,0.5,-1,1.36E-287,4275,1.18E-255,5603,0.954654224,-1,0.5,-1,1.2e-322,1300,0.5,-1
"140",0,1.2e-322,2408,1.2e-322,780,0.5,-1,0.5,-1,0.003770335,-1,0.939931206,-1,0.5,-1,8.72E-289,4405,4.84E-257,5179,0.955495577,-1,0.5,-1,1.2e-322,1425,0.5,-1
"140",0,1.2e-322,2072,1.2e-322,778,0.5,-1,0.5,-1,0.003928212,-1,0.939123606,-1,0.5,-1,1.66E-289,4472,3.04E-255,5057,0.949036273,-1,0.5,-1,1.2e-322,1216,0.5,-1
"140",0,1.2e-322,2379,1.2e-322,799,0.5,-1,0.5,-1,0.0036772,-1,0.942780838,-1,0.5,-1,6.19E-289,4472,5.68E-259,5602,0.963596344,-1,0.5,-1,1.2e-322,1339,0.5,-1
"140",0,1.2e-322,2030,1.2e-322,855,0.5,-1,0.5,-1,0.003877451,-1,0.939963413,-1,0.5,-1,2.44E-291,4373,5.35E-256,4976,0.96374552,-1,0.5,-1,1.2e-322,1239,0.5,-1
"140",0,1.2e-322,2253,1.2e-322,828,0.5,-1,0.5,-1,0.003740278,-1,0.948218561,-1,0.5,-1,6.31E-289,4926,2.03E-257,5511,0.96167532,-1,0.5,-1,1.2e-322,1263,0.5,-1
"140",0,1.2e-322,2271,1.2e-322,719,0.5,-1,0.5,-1,0.0038697,-1,0.946883889,-1,0.5,-1,4.66E-290,4369,7.69E-258,4980,0.956391555,-1,0.5,-1,1.2e-322,1276,0.5,-1
"140",0,1.2e-322,2227,1.2e-322,824,0.5,-1,0.5,-1,0.003800634,-1,0.949608758,-1,0.5,-1,8.72E-289,5321,9.04E-258,5506,0.944088138,-1,0.5,-1,1.2e-322,1271,0.5,-1
"140",0,1.2e-322,2150,1.2e-322,759,0.5,-1,0.5,-1,0.00368088,-1,0.949560524,-1,0.5,-1,4.12E-292,4828,1.36E-256,5200,0.966101925,-1,0.5,-1,1.2e-322,1179,0.5,-1
"140",0,1.2e-322,2164,1.2e-322,818,0.5,-1,0.5,-1,0.003932145,-1,0.93013358,-1,0.5,-1,1.50E-289,4804,1.08E-257,5052,0.951344965,-1,0.5,-1,1.2e-322,1182,0.5,-1
"140",0,1.2e-322,2299,1.2e-322,766,0.5,-1,0.5,-1,0.003999597,-1,0.935844312,-1,0.5,-1,7.58E-288,4723,1.20E-256,5709,0.962426359,-1,0.5,-1,1.2e-322,1338,0.5,-1
"140",0,1.2e-322,2353,1.2e-322,704,0.5,-1,0.5,-1,0.00369934,-1,0.946506519,-1,0.5,-1,4.13E-288,4494,6.42E-258,5579,0.952335153,-1,0.5,-1,1.2e-322,1348,0.5,-1
"140",0,1.2e-322,2207,1.2e-322,744,0.5,-1,0.5,-1,0.003940021,-1,0.941956633,-1,0.5,-1,3.97E-286,4788,2.64E-255,5621,0.952490647,-1,0.5,-1,1.2e-322,1374,0.5,-1
"140",0,1.2e-322,2213,1.2e-322,880,0.5,-1,0.5,-1,0.003307188,-1,0.932071672,-1,0.5,-1,9.84E-290,4577,5.92E-256,5336,0.947937922,-1,0.5,-1,1.2e-322,1238,0.5,-1
"140",0,1.2e-322,2218,1.2e-322,732,0.5,-1,0.5,-1,0.004217405,-1,0.943134442,-1,0.5,-1,4.75E-290,4477,8.01E-259,5454,0.964131207,-1,0.5,-1,1.2e-322,1215,0.5,-1
"140",0,1.2e-322,2099,1.2e-322,762,0.5,-1,0.5,-1,0.004200561,-1,0.937686156,-1,0.5,-1,1.92E-287,4575,2.11E-256,5223,0.965521431,-1,0.5,-1,1.2e-322,1292,0.5,-1
"140",0,1.2e-322,2264,1.2e-322,824,0.5,-1,0.5,-1,0.003744022,-1,0.943061539,-1,0.5,-1,2.81E-288,4872,8.18E-256,5372,0.939720488,-1,0.5,-1,1.2e-322,1267,0.5,-1
"140",0,1.2e-322,2106,1.2e-322,782,0.5,-1,0.5,-1,0.003673522,-1,0.94785397,-1,0.5,-1,1.25E-289,5127,5.68E-258,4831,0.946593464,-1,0.5,-1,1.2e-322,1263,0.5,-1
"140",0,1.2e-322,2300,1.2e-322,739,0.5,-1,0.5,-1,0.003629682,-1,0.948927505,-1,0.5,-1,2.54E-288,4561,1.99E-255,5077,0.948537109,-1,0.5,-1,1.2e-322,1358,0.5,-1
"140",0,1.2e-322,2420,1.2e-322,763,0.5,-1,0.5,-1,0.003815875,-1,0.930407422,-1,0.5,-1,5.59E-289,5017,8.69E-257,5267,0.943797194,-1,0.5,-1,1.2e-322,1249,0.5,-1
"140",0,1.2e-322,2351,1.2e-322,754,0.5,-1,0.5,-1,0.003287395,-1,0.940769604,-1,0.5,-1,1.99E-290,4755,3.57E-258,5413,0.956694289,-1,0.5,-1,1.2e-322,1155,0.5,-1
"140",0,1.2e-322,2369,1.2e-322,746,0.5,-1,0.5,-1,0.00369934,-1,0.946393637,-1,0.5,-1,1.63E-286,4455,8.35E-256,5715,0.952020635,-1,0.5,-1,1.2e-322,1225,0.5,-1
"140",0,1.2e-322,2305,1.2e-322,767,0.5,-1,0.5,-1,0.003662513,-1,0.943696906,-1,0.5,-1,1.16E-288,5490,4.37E-258,5112,0.951798987,-1,0.5,-1,1.2e-322,1328,0.5,-1
"140",0,1.2e-322,2358,1.2e-322,798,0.5,-1,0.5,-1,0.003900797,-1,0.947889777,-1,0.5,-1,4.48E-289,4741,1.73E-256,5451,0.948894264,-1,0.5,-1,1.2e-322,1388,0.5,-1
"140",0,1.2e-322,2240,1.2e-322,798,0.5,-1,0.5,-1,0.004298343,-1,0.934504679,-1,0.5,-1,6.71E-289,4908,2.92E-256,5066,0.946256054,-1,0.5,-1,1.2e-322,1222,0.5,-1
"140",0,1.2e-322,2054,1.2e-322,752,0.5,-1,0.5,-1,0.003762799,-1,0.934089766,-1,0.5,-1,2.00E-287,4899,1.99E-257,5721,0.9522809,-1,0.5,-1,1.2e-322,1200,0.5,-1
"140",0,1.2e-322,2314,1.2e-322,776,0.5,-1,0.5,-1,0.003781669,-1,0.9311545,-1,0.5,-1,2.08E-286,4669,1.53E-258,4717,0.944962739,-1,0.5,-1,1.2e-322,1304,0.5,-1
"140",0,1.2e-322,2133,1.2e-322,761,0.5,-1,0.5,-1,0.003785455,-1,0.942852873,-1,0.5,-1,5.15E-290,4665,2.07E-255,5574,0.95174749,-1,0.5,-1,1.2e-322,1159,0.5,-1
"140",0,1.2e-322,2218,1.2e-322,766,0.5,-1,0.5,-1,0.00428546,-1,0.947721856,-1,0.5,-1,2.40E-286,4272,3.50E-258,4941,0.951728356,-1,0.5,-1,1.2e-322,1152,0.5,-1
"140",0,1.2e-322,2301,1.2e-322,810,0.5,-1,0.5,-1,0.003947913,-1,0.949238764,-1,0.5,-1,4.76E-289,4645,5.68E-258,5166,0.943992002,-1,0.5,-1,1.2e-322,1303,0.5,-1
"140",0,1.2e-322,2440,1.2e-322,791,0.5,-1,0.5,-1,0.004385219,-1,0.938110616,-1,0.5,-1,2.60E-287,4354,6.55E-258,4980,0.950956986,-1,0.5,-1,1.2e-322,1246,0.5,-1
"140",0,1.2e-322,2328,1.2e-322,798,0.5,-1,0.5,-1,0.003815875,-1,0.943797904,-1,0.5,-1,5.59E-289,4322,2.92E-257,4877,0.957365121,-1,0.5,-1,1.2e-322,1237,0.5,-1
"141",0,1.2e-322,2421,1.2e-322,778,0.5,-1,0.5,-1,0.003350484,-1,0.936716721,-1,0.5,-1,9.64E-290,4537,1.66E-259,5103,0.94963344,-1,0.5,-1,1.2e-322,1227,0.5,-1
"141",0,1.2e-322,2124,1.2e-322,829,0.5,-1,0.5,-1,0.003582778,-1,0.945059198,-1,0.5,-1,3.31E-288,4702,3.10E-257,4774,0.953131654,-1,0.5,-1,1.2e-322,1294,0.5,-1
"141",0,1.2e-322,2454,1.2e-322,713,0.5,-1,0.5,-1,0.0038697,-1,0.938405117,-1,0.5,-1,3.88E-290,4922,7.11E-256,5379,0.950038169,-1,0.5,-1,1.2e-322,1328,0.5,-1
"141",0,1.2e-322,2335,1.2e-322,797,0.5,-1,0.5,-1,0.004088608,-1,0.942619704,-1,0.5,-1,9.66E-287,4625,2.39E-255,5370,0.948333481,-1,0.5,-1,1.2e-322,1284,0.5,-1
"141",0,1.2e-322,2376,1.2e-322,757,0.5,-1,0.5,-1,0.003729068,-1,0.948809301,-1,0.5,-1,2.21E-288,4631,6.29E-258,5519,0.954398951,-1,0.5,-1,1.2e-322,1234,0.5,-1
"141",0,1.2e-322,2327,1.2e-322,780,0.5,-1,0.5,-1,0.00371046,-1,0.941187118,-1,0.5,-1,7.13E-287,5033,2.34E-257,5050,0.956476355,-1,0.5,-1,1.2e-322,1249,0.5,-1
"141",0,1.2e-322,2095,1.2e-322,753,0.5,-1,0.5,-1,0.004084519,-1,0.926709008,-1,0.5,-1,1.33E-287,4342,1.13E-255,5196,0.946667752,-1,0.5,-1,1.2e-322,1155,0.5,-1
"141",0,1.2e-322,2237,1.2e-322,827,0.5,-1,0.5,-1,0.003662513,-1,0.943667238,-1,0.5,-1,2.76E-289,5004,1.28E-257,5774,0.954043034,-1,0.5,-1,1.2e-322,1212,0.5,-1
"141",0,1.2e-322,2064,1.2e-322,767,0.5,-1,0.5,-1,0.003721614,-1,0.940024971,-1,0.5,-1,4.85E-290,4525,4.03E-258,5163,0.949043848,-1,0.5,-1,1.2e-322,1205,0.5,-1
"141",0,1.2e-322,2182,1.2e-322,824,0.5,-1,0.5,-1,0.00384654,-1,0.942640301,-1,0.5,-1,1.73E-292,4535,1.95E-253,5327,0.961456495,-1,0.5,-1,1.2e-322,1298,0.5,-1
"141",0,1.2e-322,2167,1.2e-322,825,0.5,-1,0.5,-1,0.004019655,-1,0.945692188,-1,0.5,-1,2.76E-288,4755,6.17E-256,5299,0.948437085,-1,0.5,-1,1.2e-322,1237,0.5,-1
"141",0,1.2e-322,2308,1.2e-322,686,0.5,-1,0.5,-1,0.003622426,-1,0.954404504,-1,0.5,-1,3.18E-289,4805,8.88E-255,5269,0.950387589,-1,0.5,-1,1.2e-322,1327,0.5,-1
"141",0,1.2e-322,2101,1.2e-322,721,0.5,-1,0.5,-1,0.003561335,-1,0.940727444,-1,0.5,-1,8.38E-287,4677,1.25E-257,5233,0.949989605,-1,0.5,-1,1.2e-322,1234,0.5,-1
"141",0,1.2e-322,2428,1.2e-322,809,0.5,-1,0.5,-1,0.003889107,-1,0.93993241,-1,0.5,-1,1.00E-290,4247,1.22E-257,5435,0.944495162,-1,0.5,-1,1.2e-322,1364,0.5,-1
"141",0,1.2e-322,2231,1.2e-322,817,0.5,-1,0.5,-1,0.003995597,-1,0.943705431,-1,0.5,-1,9.09E-287,4659,2.39E-256,5167,0.951815425,-1,0.5,-1,1.2e-322,1180,0.5,-1
"141",0,1.2e-322,1970,1.2e-322,741,0.5,-1,0.5,-1,0.003751521,-1,0.942066209,-1,0.5,-1,8.04E-289,4571,6.97E-255,5387,0.955998823,-1,0.5,-1,1.2e-322,1298,0.5,-1
"141",0,1.2e-322,2293,1.2e-322,828,0.5,-1,0.5,-1,0.004367704,-1,0.937557996,-1,0.5,-1,4.95E-289,4541,1.76E-255,4632,0.945583648,-1,0.5,-1,1.2e-322,1153,0.5,-1
"141",0,1.2e-322,2283,1.2e-322,789,0.5,-1,0.5,-1,0.00428546,-1,0.941862336,-1,0.5,-1,8.05E-287,4612,2.03E-255,5451,0.942044746,-1,0.5,-1,1.2e-322,1147,0.5,-1
"141",0,1.2e-322,2235,1.2e-322,805,0.5,-1,0.5,-1,0.004328552,-1,0.941161973,-1,0.5,-1,1.84E-288,4542,1.50E-255,5230,0.946584416,-1,0.5,-1,1.2e-322,1194,0.5,-1
"141",0,1.2e-322,2196,1.2e-322,809,0.5,-1,0.5,-1,0.003579195,-1,0.954712452,-1,0.5,-1,5.38E-287,5199,4.74E-258,4719,0.950406281,-1,0.5,-1,1.2e-322,1198,0.5,-1
"141",0,1.2e-322,2349,1.2e-322,806,0.5,-1,0.5,-1,0.004268344,-1,0.941650117,-1,0.5,-1,1.77E-286,4488,7.24E-258,5957,0.948772566,-1,0.5,-1,1.2e-322,1271,0.5,-1
"141",0,1.2e-322,2378,1.2e-322,775,0.5,-1,0.5,-1,0.003861964,-1,0.93518763,-1,0.5,-1,3.38E-287,4364,1.91E-256,5122,0.95341912,-1,0.5,-1,1.2e-322,1303,0.5,-1
"141",0,1.2e-322,2249,1.2e-322,799,0.5,-1,0.5,-1,0.003936081,-1,0.938622967,-1,0.5,-1,1.53E-289,4178,1.87E-256,4760,0.952880623,-1,0.5,-1,1.2e-322,1168,0.5,-1
"141",0,1.2e-322,2477,1.2e-322,787,0.5,-1,0.5,-1,0.003854244,-1,0.946619564,-1,0.5,-1,7.27E-289,4785,5.24E-257,5408,0.952021535,-1,0.5,-1,1.2e-322,1329,0.5,-1
"141",0,1.2e-322,2177,1.2e-322,787,0.5,-1,0.5,-1,0.00386583,-1,0.935568852,-1,0.5,-1,4.86E-288,4384,9.61E-258,5761,0.946561439,-1,0.5,-1,1.2e-322,1249,0.5,-1
"141",0,1.2e-322,2196,1.2e-322,783,0.5,-1,0.5,-1,0.004056013,-1,0.941361856,-1,0.5,-1,1.84E-289,4956,1.76E-255,5347,0.945652267,-1,0.5,-1,1.2e-322,1425,0.5,-1
"141",0,1.2e-322,2346,1.2e-322,804,0.5,-1,0.5,-1,0.003579195,-1,0.946690354,-1,0.5,-1,2.76E-288,4987,5.92E-258,5308,0.953644328,-1,0.5,-1,1.2e-322,1243,0.5,-1
"141",0,1.2e-322,2363,1.2e-322,813,0.5,-1,0.5,-1,0.004039813,-1,0.948055758,-1,0.5,-1,1.13E-290,4931,2.54E-255,5031,0.958687454,-1,0.5,-1,1.2e-322,1206,0.5,-1
"141",0,1.2e-322,2272,1.2e-322,795,0.5,-1,0.5,-1,0.00374777,-1,0.948095377,-1,0.5,-1,9.64E-290,4624,6.42E-257,5189,0.94436245,-1,0.5,-1,1.2e-322,1281,0.5,-1
"141",0,1.2e-322,2346,1.2e-322,797,0.5,-1,0.5,-1,0.003936081,-1,0.948009735,-1,0.5,-1,1.05E-289,4552,1.30E-255,4974,0.959454055,-1,0.5,-1,1.2e-322,1361,0.5,-1
"141",0,1.2e-322,2382,1.2e-322,784,0.5,-1,0.5,-1,0.004259812,-1,0.953903139,-1,0.5,-1,4.39E-288,4972,1.63E-256,5122,0.955283775,-1,0.5,-1,1.2e-322,1302,0.5,-1
"141",0,1.2e-322,2324,1.2e-322,771,0.5,-1,0.5,-1,0.00384654,-1,0.949609616,-1,0.5,-1,3.52E-286,4677,2.54E-256,5600,0.939892454,-1,0.5,-1,1.2e-322,1211,0.5,-1
"141",0,1.2e-322,2299,1.2e-322,773,0.5,-1,0.5,-1,0.004255552,-1,0.954877458,-1,0.5,-1,1.80E-289,4527,3.43E-256,5287,0.951114376,-1,0.5,-1,1.2e-322,1204,0.5,-1
"141",0,1.2e-322,2459,1.2e-322,765,0.5,-1,0.5,-1,0.003736538,-1,0.93463326,-1,0.5,-1,2.21E-288,4628,5.57E-258,5532,0.957690246,-1,0.5,-1,1.2e-322,1416,0.5,-1
"141",0,1.2e-322,2139,1.2e-322,772,0.5,-1,0.5,-1,0.003861964,-1,0.941576517,-1,0.5,-1,1.13E-288,5058,2.59E-257,4973,0.967164621,-1,0.5,-1,1.2e-322,1345,0.5,-1
"141",0,1.2e-322,2387,1.2e-322,746,0.5,-1,0.5,-1,0.003800634,-1,0.92692541,-1,0.5,-1,2.00E-288,4808,1.00E-257,5409,0.944490715,-1,0.5,-1,1.2e-322,1263,0.5,-1
"141",0,1.2e-322,2424,1.2e-322,810,0.5,-1,0.5,-1,0.003804439,-1,0.936550732,-1,0.5,-1,1.88E-288,4401,1.91E-256,5023,0.971919802,-1,0.5,-1,1.2e-322,1355,0.5,-1
"141",0,1.2e-322,2300,1.2e-322,783,0.5,-1,0.5,-1,0.004039813,-1,0.936933172,-1,0.5,-1,2.76E-286,4306,9.05E-257,5834,0.949902983,-1,0.5,-1,1.2e-322,1357,0.5,-1
"141",0,1.2e-322,2131,1.2e-322,714,0.5,-1,0.5,-1,0.00348729,-1,0.944587865,-1,0.5,-1,2.65E-288,4780,4.65E-256,5329,0.953243892,-1,0.5,-1,1.2e-322,1242,0.5,-1
"141",0,1.2e-322,2224,1.2e-322,747,0.5,-1,0.5,-1,0.004247045,-1,0.950515455,-1,0.5,-1,9.46E-288,4747,1.44E-257,5522,0.955942386,-1,0.5,-1,1.2e-322,1166,0.5,-1
"141",0,1.2e-322,2279,1.2e-322,769,0.5,-1,0.5,-1,0.003607958,-1,0.947026662,-1,0.5,-1,1.80E-289,4300,7.69E-259,5370,0.958512893,-1,0.5,-1,1.2e-322,1218,0.5,-1
"141",0,1.2e-322,2218,1.2e-322,770,0.5,-1,0.5,-1,0.003796834,-1,0.938799086,-1,0.5,-1,4.49E-285,4928,7.24E-258,5020,0.958926083,-1,0.5,-1,1.2e-322,1184,0.5,-1
"141",0,1.2e-322,2305,1.2e-322,837,0.5,-1,0.5,-1,0.003858102,-1,0.946201766,-1,0.5,-1,2.81E-288,4918,6.97E-255,5184,0.964957501,-1,0.5,-1,1.2e-322,1316,0.5,-1
"141",0,1.2e-322,2253,1.2e-322,797,0.5,-1,0.5,-1,0.00412972,-1,0.936899733,-1,0.5,-1,5.27E-288,5226,7.55E-256,5332,0.953040672,-1,0.5,-1,1.2e-322,1232,0.5,-1
"141",0,1.2e-322,2088,1.2e-322,807,0.5,-1,0.5,-1,0.003740278,-1,0.946580005,-1,0.5,-1,1.28E-290,4492,2.81E-255,5413,0.952231472,-1,0.5,-1,1.2e-322,1179,0.5,-1
"141",0,1.2e-322,2313,1.2e-322,773,0.5,-1,0.5,-1,0.003963744,-1,0.94535601,-1,0.5,-1,1.84E-290,4702,1.84E-255,5174,0.952560985,-1,0.5,-1,1.2e-322,1239,0.5,-1
"141",0,1.2e-322,2462,1.2e-322,889,0.5,-1,0.5,-1,0.004385219,-1,0.927897029,-1,0.5,-1,1.01E-287,4389,3.43E-259,5711,0.950340801,-1,0.5,-1,1.2e-322,1217,0.5,-1
"141",0,1.2e-322,2226,1.2e-322,764,0.5,-1,0.5,-1,0.003691945,-1,0.929964856,-1,0.5,-1,7.27E-290,4540,1.11E-257,5327,0.95450419,-1,0.5,-1,1.2e-322,1254,0.5,-1
"141",0,1.2e-322,2471,1.2e-322,849,0.5,-1,0.5,-1,0.004015635,-1,0.943723031,-1,0.5,-1,4.39E-289,4429,1.11E-256,5559,0.940595136,-1,0.5,-1,1.2e-322,1397,0.5,-1
"141",0,1.2e-322,2131,1.2e-322,778,0.5,-1,0.5,-1,0.004019655,-1,0.945149116,-1,0.5,-1,4.57E-288,4427,2.74E-260,4868,0.946629275,-1,0.5,-1,1.2e-322,1331,0.5,-1
"141",0,1.2e-322,2181,1.2e-322,775,0.5,-1,0.5,-1,0.003593548,-1,0.934321836,-1,0.5,-1,1.36E-286,4215,5.36E-254,5327,0.954776407,-1,0.5,-1,1.2e-322,1312,0.5,-1
"141",0,1.2e-322,2191,1.2e-322,769,0.5,-1,0.5,-1,0.003397745,-1,0.943858308,-1,0.5,-1,6.19E-287,4568,4.03E-260,5129,0.95521978,-1,0.5,-1,1.2e-322,1285,0.5,-1
"141",0,1.2e-322,2461,1.2e-322,790,0.5,-1,0.5,-1,0.003885218,-1,0.929454803,-1,0.5,-1,1.11E-285,4446,7.55E-255,5549,0.952214175,-1,0.5,-1,1.2e-322,1343,0.5,-1
"141",0,1.2e-322,2314,1.2e-322,833,0.5,-1,0.5,-1,0.003622426,-1,0.937447426,-1,0.5,-1,2.39E-290,4777,1.15E-254,4724,0.955854707,-1,0.5,-1,1.2e-322,1283,0.5,-1
"141",0,1.2e-322,2253,1.2e-322,764,0.5,-1,0.5,-1,0.00417542,-1,0.938296406,-1,0.5,-1,1.05E-286,4519,6.43E-254,5540,0.954760642,-1,0.5,-1,1.2e-322,1377,0.5,-1
"141",0,1.2e-322,2193,1.2e-322,791,0.5,-1,0.5,-1,0.003554216,-1,0.947736116,-1,0.5,-1,3.74E-288,4754,1.44E-258,4863,0.957914313,-1,0.5,-1,1.2e-322,1238,0.5,-1
"141",0,1.2e-322,2395,1.2e-322,791,0.5,-1,0.5,-1,0.003714175,-1,0.944945822,-1,0.5,-1,3.81E-290,4773,8.02E-257,5765,0.950394123,-1,0.5,-1,1.2e-322,1242,0.5,-1
"141",0,1.2e-322,2163,1.2e-322,772,0.5,-1,0.5,-1,0.003823518,-1,0.937856992,-1,0.5,-1,5.48E-290,4438,8.01E-258,5311,0.949692392,-1,0.5,-1,1.2e-322,1192,0.5,-1
"141",0,1.2e-322,2256,1.2e-322,883,0.5,-1,0.5,-1,0.004398401,-1,0.941845332,-1,0.5,-1,1.28E-287,4770,3.23E-258,5028,0.952134517,-1,0.5,-1,1.2e-322,1127,0.5,-1
"141",0,1.2e-322,2364,1.2e-322,751,0.5,-1,0.5,-1,0.003815875,-1,0.932304701,-1,0.5,-1,4.76E-287,4498,3.57E-259,5438,0.963652724,-1,0.5,-1,1.2e-322,1219,0.5,-1
"141",0,1.2e-322,2320,1.2e-322,746,0.5,-1,0.5,-1,0.004268344,-1,0.924624225,-1,0.5,-1,2.49E-287,4755,8.69E-257,5480,0.951721717,-1,0.5,-1,1.2e-322,1238,0.5,-1
"141",0,1.2e-322,2326,1.2e-322,748,0.5,-1,0.5,-1,0.003732801,-1,0.933095031,-1,0.5,-1,3.37E-289,4935,1.30E-257,5360,0.950998523,-1,0.5,-1,1.2e-322,1326,0.5,-1
"141",0,1.2e-322,2058,1.2e-322,848,0.5,-1,0.5,-1,0.003483803,-1,0.946501435,-1,0.5,-1,1.00E-290,4132,1.28E-256,5550,0.957155402,-1,0.5,-1,1.2e-322,1196,0.5,-1
"141",0,1.2e-322,2071,1.2e-322,785,0.5,-1,0.5,-1,0.00371046,-1,0.951885259,-1,0.5,-1,1.63E-287,4777,1.50E-257,5513,0.946257607,-1,0.5,-1,1.2e-322,1282,0.5,-1
"141",0,1.2e-322,2243,1.2e-322,822,0.5,-1,0.5,-1,0.003928212,-1,0.94559889,-1,0.5,-1,3.82E-286,4847,5.24E-260,4644,0.946038419,-1,0.5,-1,1.2e-322,1248,0.5,-1
"141",0,1.2e-322,2214,1.2e-322,823,0.5,-1,0.5,-1,0.004464908,-1,0.942270092,-1,0.5,-1,1.03E-288,4527,3.80E-255,5355,0.952810315,-1,0.5,-1,1.2e-322,1223,0.5,-1
"141",0,1.2e-322,2188,1.2e-322,785,0.5,-1,0.5,-1,0.004276894,-1,0.949993439,-1,0.5,-1,6.84E-291,4862,7.85E-258,4929,0.952598661,-1,0.5,-1,1.2e-322,1238,0.5,-1
"141",0,1.2e-322,2160,1.2e-322,826,0.5,-1,0.5,-1,0.003940021,-1,0.941200087,-1,0.5,-1,1.09E-288,5005,1.33E-254,5630,0.955913173,-1,0.5,-1,1.2e-322,1263,0.5,-1
"141",0,1.2e-322,2513,1.2e-322,721,0.5,-1,0.5,-1,0.00368088,-1,0.926039534,-1,0.5,-1,9.47E-286,4958,3.57E-256,5572,0.953320112,-1,0.5,-1,1.2e-322,1400,0.5,-1
"141",0,1.2e-322,2191,1.2e-322,834,0.5,-1,0.5,-1,0.004367704,-1,0.951003957,-1,0.5,-1,1.07E-288,4502,3.30E-256,5149,0.963179892,-1,0.5,-1,1.2e-322,1172,0.5,-1
"141",0,1.2e-322,2183,1.2e-322,780,0.5,-1,0.5,-1,0.003770335,-1,0.949604435,-1,0.5,-1,6.85E-287,4450,1.11E-259,4734,0.957634042,-1,0.5,-1,1.2e-322,1204,0.5,-1
"141",0,1.2e-322,2284,1.2e-322,889,0.5,-1,0.5,-1,0.003896897,-1,0.94508392,-1,0.5,-1,3.24E-289,4213,1.50E-254,5589,0.954257228,-1,0.5,-1,1.2e-322,1167,0.5,-1
"141",0,1.2e-322,2478,1.2e-322,725,0.5,-1,0.5,-1,0.004324223,-1,0.940589381,-1,0.5,-1,4.57E-289,4890,6.17E-256,5451,0.963807453,-1,0.5,-1,1.2e-322,1284,0.5,-1
