5360
100 eChildren
1000 sentences
 ,SP, ,HIP, ,HCP, ,OPT, ,NS, ,NT, ,WHM, ,PI, ,TM, ,VtoI, ,ItoC, ,AH, ,QInv, 
eChild 0,0.9898701593651186,-1,3.539189418932431e-05,651,0.5,-1,0.5,-1,0.48424553787976343,-1,0.6721847027060889,-1,0.5,-1,0.8832525363648228,-1,0.9999825491551996,614,0.33576414553028516,-1,0.5,-1,0.19936718830555167,-1,0.5,-1
eChild 1,0.990843426381861,-1,2.6672815849316678e-05,621,0.5,-1,0.5,-1,0.4823114592649737,-1,0.6401178052715064,-1,0.5,-1,0.9137739305468402,-1,0.9999839038963909,608,0.33812392421992615,-1,0.5,-1,0.20036702174673648,-1,0.5,-1
eChild 2,0.9923657272370967,-1,4.602192950893895e-05,657,0.5,-1,0.5,-1,0.48473026814791137,-1,0.69853283282546,-1,0.5,-1,0.9188447132392417,-1,0.9999806942766865,621,0.3277978009086977,-1,0.5,-1,0.2013718693876931,-1,0.5,-1
eChild 3,0.9906565575325111,-1,3.2644356322321754e-05,658,0.5,-1,0.5,-1,0.4827942535184922,-1,0.6402555093427004,-1,0.5,-1,0.9188447132392417,-1,0.9999832402086537,592,0.3394798079303798,-1,0.5,-1,0.20258434071552478,-1,0.5,-1
eChild 4,0.9944743307758291,-1,5.632537164496886e-05,666,0.5,-1,0.5,-1,0.48862561891072587,-1,0.6767273284118858,-1,0.5,-1,0.8944695396465115,-1,0.9999878693012257,560,0.3418657006082664,-1,0.5,-1,0.2007683576937663,-1,0.5,-1
eChild 5,0.9932372376395445,-1,4.244916244080972e-05,666,0.5,-1,0.5,-1,0.47703248092086803,-1,0.6484527475744872,-1,0.5,-1,0.9204678189744568,-1,0.9999868483114441,583,0.3334208358186289,-1,0.5,-1,0.2017752180485722,-1,0.5,-1
eChild 6,0.9930992220811679,-1,7.626283233785823e-05,709,0.5,-1,0.5,-1,0.48424553787976343,-1,0.7192710138150543,-1,0.5,-1,0.9281092075561491,-1,0.9999868483114441,598,0.340159787345283,-1,0.5,-1,0.19896865329612887,-1,0.5,-1
eChild 7,0.9920509446450403,-1,6.231228647948821e-05,718,0.5,-1,0.5,-1,0.48424553787976343,-1,0.6652929263683603,-1,0.5,-1,0.9188447132392417,-1,0.9999873691183109,586,0.34084112876167766,-1,0.5,-1,0.19936718830555167,-1,0.5,-1
eChild 8,0.990843426381861,-1,4.244916244080972e-05,658,0.5,-1,0.5,-1,0.4896043379823526,-1,0.7027239773561881,-1,0.5,-1,0.9102185865752188,-1,0.9999839038963909,604,0.3235619042091385,-1,0.5,-1,0.19956675506061228,-1,0.5,-1
eChild 9,0.9876022790753878,-1,4.5101490918760166e-05,663,0.5,-1,0.5,-1,0.49009443241476736,-1,0.7000614437195537,-1,0.5,-1,0.9154984519359034,-1,0.9999854503972003,584,0.33275432756782747,-1,0.5,-1,0.2056475543267668,-1,0.5,-1
eChild 10,0.9892372219112769,-1,3.8370680736989354e-05,619,0.5,-1,0.5,-1,0.4871612074422248,-1,0.7073268957259154,-1,0.5,-1,0.9188447132392417,-1,0.9999851534665309,600,0.3418657006082664,-1,0.5,-1,0.2013718693876931,-1,0.5,-1
eChild 11,0.9851301298933179,-1,4.5101490918760166e-05,647,0.5,-1,0.5,-1,0.48667404623478255,-1,0.6434033537933025,-1,0.5,-1,0.8986485458765097,-1,0.9999810803911527,611,0.3347578600503668,-1,0.5,-1,0.20360030828887152,-1,0.5,-1
