english
100 eChildren
1000 sentences
 ,SP, ,HIP, ,HCP, ,OPT, ,NS, ,NT, ,WHM, ,PI, ,TM, ,VtoI, ,ItoC, ,AH, ,QInv, 
eChild 24,9.916854619958804e-05,710,3.685120177980457e-05,666,0.1317925921779769,-1,0.5,-1,0.47942481554227545,-1,0.4615396989186682,-1,0.5894451519705829,-1,0.9171884828971854,-1,0.10553046035348841,-1,0.0685701963923792,-1,0.5,-1,0.9129155396963915,-1,0.5,-1
eChild 25,0.00014557222110470503,778,5.747486902547843e-05,670,0.08798578515628547,-1,0.5,-1,0.4827942535184922,-1,0.46711434403468166,-1,0.5865597379256183,-1,0.9220584625949677,-1,0.11441251436247368,-1,0.08640903731578911,-1,0.5,-1,0.8922081726389367,-1,0.5,-1
eChild 26,0.00016768568084880143,784,3.915375585407077e-05,659,0.10553046035348841,-1,0.5,-1,0.48570118481635927,-1,0.46898748191292283,-1,0.5890341861567396,-1,0.8965801488535813,-1,0.13722677236357445,-1,0.07677488174133852,-1,0.5,-1,0.9041328192599001,-1,0.5,-1
eChild 27,0.00010325754498082886,731,2.5616572341683738e-05,653,0.1121242640752242,-1,0.5,-1,0.48667404623478255,-1,0.46015646397946924,-1,0.5853169323572098,-1,0.8832525363648228,-1,0.10768414321784532,-1,0.07023663165740336,-1,0.5,-1,0.9130865314985308,-1,0.5,-1
eChild 28,7.324282417727905e-05,697,6.358396579539614e-05,672,0.14877657134606037,-1,0.5,-1,0.48327753104954174,-1,0.4633904823583058,-1,0.5824025048371632,-1,0.8986485458765097,-1,0.07953218102554317,-1,0.09586247438112015,-1,0.5,-1,0.8826699653543922,-1,0.5,-1
eChild 29,9.146990948798903e-05,693,2.6139359532330345e-05,634,0.1317925921779769,-1,0.5,-1,0.4823114592649737,-1,0.4675819259606423,-1,0.5794675944750804,-1,0.8944695396465115,-1,0.08798578515628547,-1,0.05197851105965246,-1,0.5,-1,0.9354931475966025,-1,0.5,-1
eChild 30,0.00014557222110470503,738,5.0913674817376375e-05,682,0.1121242640752242,-1,0.5,-1,0.4823114592649737,-1,0.4652486874766169,-1,0.5844863205119131,-1,0.9266420485266827,-1,0.08978141342478109,-1,0.08116492098751822,-1,0.5,-1,0.8979412105344259,-1,0.5,-1
eChild 31,0.0001213705135743632,728,4.79195434287161e-05,679,0.11441251436247368,-1,0.5,-1,0.4827942535184922,-1,0.4638543366950008,-1,0.5869731781876927,-1,0.9046088221906038,-1,0.10135145412349028,-1,0.07225990449589396,-1,0.5,-1,0.908704451980988,-1,0.5,-1
eChild 32,0.00011423295641208205,712,4.244916244080972e-05,667,0.14580103991913917,-1,0.5,-1,0.4803851053679059,-1,0.4694569388517746,-1,0.6043654148929675,-1,0.9281092075561491,-1,0.11913006493385431,-1,0.06713159367206704,-1,0.5,-1,0.9154984519359034,-1,0.5,-1
eChild 33,0.00010751514471140031,734,5.747486902547843e-05,712,0.11441251436247368,-1,0.5,-1,0.48376129234188364,-1,0.4583185972221696,-1,0.581147202584456,-1,0.9120142148437145,-1,0.07335795147331717,-1,0.09060425583776502,-1,0.5,-1,0.8843199841989022,-1,0.5,-1
eChild 34,0.00015466793290285622,753,2.9507912577896203e-05,664,0.12915674033441735,-1,0.5,-1,0.47942481554227545,-1,0.46618058246095634,-1,0.5919023309409801,-1,0.9336902220526233,-1,0.12156129074883093,-1,0.07746932325264702,-1,0.5,-1,0.9034704029357108,-1,0.5,-1
eChild 35,0.0001578244213294451,759,2.460215607695306e-05,648,0.1317925921779769,-1,0.5,-1,0.48327753104954174,-1,0.4638543366950008,-1,0.5886228089657053,-1,0.9154984519359034,-1,0.08978141342478109,-1,0.08952296476043833,-1,0.5,-1,0.886981875020452,-1,0.5,-1
eChild 36,9.333664233468268e-05,714,3.3310567675838524e-05,662,0.1679492588748714,-1,0.5,-1,0.4737032545570706,-1,0.4633904823583058,-1,0.5861458838094278,-1,0.9102185865752188,-1,0.0779415374050323,-1,0.05769847960678341,-1,0.5,-1,0.9257665786313052,-1,0.5,-1
eChild 37,0.00018929516635369197,756,4.5101490918760166e-05,670,0.12156129074883093,-1,0.5,-1,0.4775099909117798,-1,0.4699268657174921,-1,0.5861458838094278,-1,0.9490062961316016,-1,0.11441251436247368,-1,0.0865988010007272,-1,0.5,-1,0.8891332317249351,-1,0.5,-1
eChild 38,0.00013158575809291075,786,3.399037517942707e-05,652,0.12156129074883093,-1,0.5,-1,0.47607889299150724,-1,0.46200170061928747,-1,0.5943448036461326,-1,0.9309560829369257,-1,0.09539117780939606,-1,0.07731446207546491,-1,0.5,-1,0.9045134310127944,-1,0.5,-1
eChild 39,8.609074705081937e-05,722,4.889749329460827e-05,672,0.15807249885895797,-1,0.5,-1,0.47607889299150724,-1,0.4685184944310099,-1,0.588211019985691,-1,0.9412599884285326,-1,0.09733793654020007,-1,0.09022499398771512,-1,0.5,-1,0.8886982975129434,-1,0.5,-1
eChild 40,0.00017459983428654878,768,3.995281209599058e-05,695,0.14580103991913917,-1,0.5,-1,0.48327753104954174,-1,0.46431865535035116,-1,0.5955605526752603,-1,0.9236172933430683,-1,0.10988177879371971,-1,0.06870754277037727,-1,0.5,-1,0.9137739305468402,-1,0.5,-1
eChild 41,0.0001643319672318254,767,2.2692245432732015e-05,644,0.11913006493385431,-1,0.5,-1,0.48182914780570874,-1,0.46618058246095634,-1,0.5931254000632477,-1,0.9220584625949677,-1,0.12915674033441735,-1,0.09210180971280524,-1,0.5,-1,0.8831357889011876,-1,0.5,-1
eChild 42,0.00013427118172745995,761,2.4110112955414e-05,630,0.10553046035348841,-1,0.5,-1,0.47846644533600646,-1,0.4647834387891403,-1,0.5898557068186123,-1,0.9006755749589794,-1,0.09932442504102047,-1,0.09464194794632938,-1,0.5,-1,0.8803941291103989,-1,0.5,-1
eChild 43,0.00015466793290285622,785,5.0913674817376375e-05,669,0.12915674033441735,-1,0.5,-1,0.4823114592649737,-1,0.4685184944310099,-1,0.590675585260682,-1,0.9323369612781871,-1,0.10768414321784532,-1,0.08265578807190233,-1,0.5,-1,0.8959611789776237,-1,0.5,-1
eChild 44,0.00017816309621076405,795,2.3155352482379606e-05,618,0.13448223691630296,-1,0.5,-1,0.47607889299150724,-1,0.4592366112079743,-1,0.5890341861567396,-1,0.9251449474762069,-1,0.07953218102554317,-1,0.07802881893534795,-1,0.5,-1,0.9021763461835716,-1,0.5,-1
eChild 45,0.00014266077668261093,773,1.7450844800356258e-05,623,0.15807249885895797,-1,0.5,-1,0.4827942535184922,-1,0.466647229690647,-1,0.596772658103332,-1,0.9137739305468402,-1,0.11674746363517723,-1,0.07471428581408583,-1,0.5,-1,0.9061432728560646,-1,0.5,-1
eChild 46,0.00013427118172745995,737,1.8919608847248435e-05,636,0.14877657134606037,-1,0.5,-1,0.48182914780570874,-1,0.4510402420720088,-1,0.5935322746631844,-1,0.8965801488535813,-1,0.09539117780939606,-1,0.08677225874596053,-1,0.5,-1,0.8893513524300599,-1,0.5,-1
eChild 47,0.00012895404293105254,779,3.199146919587532e-05,663,0.12404213341717442,-1,0.5,-1,0.47942481554227545,-1,0.46431865535035116,-1,0.595964992122585,-1,0.9102185865752188,-1,0.11674746363517723,-1,0.09033271479241499,-1,0.5,-1,0.8867595254445132,-1,0.5,-1
eChild 48,0.00011656424123681841,752,6.106604074989845e-05,708,0.1549110488817788,-1,0.5,-1,0.4827942535184922,-1,0.46431865535035116,-1,0.5923104286100391,-1,0.9363160892593394,-1,0.12156129074883093,-1,0.08834909690163416,-1,0.5,-1,0.8897889054053537,-1,0.5,-1
eChild 49,0.0002052273425761921,798,2.8339399239811513e-05,638,0.11913006493385431,-1,0.5,-1,0.4827942535184922,-1,0.46618058246095634,-1,0.587386205009505,-1,0.9266420485266827,-1,0.13722677236357445,-1,0.08385400566263346,-1,0.5,-1,0.8901825116651505,-1,0.5,-1
eChild 50,0.00013701140992597953,757,3.4684056305537823e-05,661,0.1317925921779769,-1,0.5,-1,0.48134731865790303,-1,0.4629270918759475,-1,0.5971758854452287,-1,0.9350164176115708,-1,0.14002731873834126,-1,0.08746957105861763,-1,0.5,-1,0.8867267361748864,-1,0.5,-1
eChild 51,0.0001053648418171723,706,5.864782553620248e-05,715,0.11441251436247368,-1,0.5,-1,0.48134731865790303,-1,0.4606170810605298,-1,0.5857316154248526,-1,0.9236172933430683,-1,0.09733793654020007,-1,0.08675553928663537,-1,0.5,-1,0.8908180389446861,-1,0.5,-1
eChild 52,0.00018550926302661813,785,3.199146919587532e-05,642,0.18208484004355852,-1,0.5,-1,0.48521548363154293,-1,0.46431865535035116,-1,0.5991859818030845,-1,0.9412599884285326,-1,0.13722677236357445,-1,0.11736950026304216,-1,0.5,-1,0.8501851117605393,-1,0.5,-1
eChild 53,9.524147177008436e-05,720,4.602192950893895e-05,687,0.09733793654020007,-1,0.5,-1,0.48086597133924514,-1,0.46431865535035116,-1,0.5902658511117937,-1,0.9065166457467917,-1,0.11441251436247368,-1,0.0652644885155867,-1,0.5,-1,0.9171884828971854,-1,0.5,-1
eChild 54,0.00017459983428654878,755,3.915375585407077e-05,663,0.10341985114641865,-1,0.5,-1,0.4823114592649737,-1,0.4657144018784954,-1,0.5840703909028159,-1,0.8986485458765097,-1,0.1121242640752242,-1,0.10491131134809997,-1,0.5,-1,0.8682074078220232,-1,0.5,-1
eChild 55,0.0002668678382350435,805,3.995281209599058e-05,655,0.16459027369737397,-1,0.5,-1,0.4861873721885478,-1,0.4647834387891403,-1,0.5987847665696541,-1,0.8944695396465115,-1,0.09733793654020007,-1,0.09239647181960332,-1,0.5,-1,0.8800385221775868,-1,0.5,-1
eChild 56,0.0001263749620724315,730,3.611417774420848e-05,651,0.12915674033441735,-1,0.5,-1,0.4803851053679059,-1,0.4629270918759475,-1,0.5894451519705829,-1,0.9309560829369257,-1,0.13722677236357445,-1,0.08527600076045783,-1,0.5,-1,0.8944695396465115,-1,0.5,-1
eChild 57,0.00012895404293105254,785,3.611417774420848e-05,659,0.1317925921779769,-1,0.5,-1,0.48134731865790303,-1,0.4680499759365789,-1,0.587386205009505,-1,0.9006755749589794,-1,0.126573605527729,-1,0.06473172131645336,-1,0.5,-1,0.9188447132392417,-1,0.5,-1
eChild 58,0.00013427118172745995,766,3.685120177980457e-05,636,0.14288501912075638,-1,0.5,-1,0.47846644533600646,-1,0.4675819259606423,-1,0.5931254000632477,-1,0.9120142148437145,-1,0.13448223691630296,-1,0.08544680893151185,-1,0.5,-1,0.8936282449142492,-1,0.5,-1
eChild 59,0.00017459983428654878,785,4.331547187837726e-05,644,0.1317925921779769,-1,0.5,-1,0.4823114592649737,-1,0.4657144018784954,-1,0.5931254000632477,-1,0.8923158567821546,-1,0.14002731873834126,-1,0.09913764309330705,-1,0.5,-1,0.8749689957575407,-1,0.5,-1
eChild 60,0.00014266077668261093,773,2.4110112955414e-05,625,0.10988177879371971,-1,0.5,-1,0.48134731865790303,-1,0.4615396989186682,-1,0.5935322746631844,-1,0.8784387092511692,-1,0.11913006493385431,-1,0.06775186461707737,-1,0.5,-1,0.9136877044773869,-1,0.5,-1
eChild 61,0.00010325754498082886,737,3.915375585407077e-05,641,0.13722677236357445,-1,0.5,-1,0.4827942535184922,-1,0.4657144018784954,-1,0.5939387423885212,-1,0.8784387092511692,-1,0.10768414321784532,-1,0.06304526462346358,-1,0.5,-1,0.9219026574616949,-1,0.5,-1
eChild 62,0.00013701140992597953,753,3.611417774420848e-05,673,0.1679492588748714,-1,0.5,-1,0.4823114592649737,-1,0.466647229690647,-1,0.5999872090254601,-1,0.9295470234050262,-1,0.14288501912075638,-1,0.07523938410651178,-1,0.5,-1,0.9063297725216397,-1,0.5,-1
eChild 63,8.436893210980299e-05,741,4.696115256014178e-05,639,0.12156129074883093,-1,0.5,-1,0.479904720262538,-1,0.4629270918759475,-1,0.5902658511117937,-1,0.9220584625949677,-1,0.09932442504102047,-1,0.08114928196169736,-1,0.5,-1,0.8996867884095984,-1,0.5,-1
eChild 64,7.177796769373347e-05,711,4.889749329460827e-05,673,0.1317925921779769,-1,0.5,-1,0.47846644533600646,-1,0.46200170061928747,-1,0.5865597379256183,-1,0.9188447132392417,-1,0.12156129074883093,-1,0.06505635316900497,-1,0.5,-1,0.9177158948962362,-1,0.5,-1
eChild 65,0.00023167478437419658,815,3.8370680736989354e-05,650,0.1317925921779769,-1,0.5,-1,0.4823114592649737,-1,0.4633904823583058,-1,0.5939387423885212,-1,0.9171884828971854,-1,0.12915674033441735,-1,0.11490708814752328,-1,0.5,-1,0.8528919873300908,-1,0.5,-1
eChild 66,0.0001610453278871889,774,5.0913674817376375e-05,681,0.13722677236357445,-1,0.5,-1,0.47703248092086803,-1,0.4638543366950008,-1,0.5955605526752603,-1,0.9336902220526233,-1,0.08978141342478109,-1,0.08255722192092733,-1,0.5,-1,0.8964420707291804,-1,0.5,-1
eChild 67,0.00014557222110470503,727,2.3155352482379606e-05,623,0.15807249885895797,-1,0.5,-1,0.48376129234188364,-1,0.4587773745967664,-1,0.5947504588424865,-1,0.9309560829369257,-1,0.09348335425320814,-1,0.06988615016341773,-1,0.5,-1,0.9100974252203536,-1,0.5,-1
eChild 68,8.609074705081937e-05,727,3.995281209599058e-05,667,0.13722677236357445,-1,0.5,-1,0.4765554484399472,-1,0.4652486874766169,-1,0.5832372822299936,-1,0.9363160892593394,-1,0.10135145412349028,-1,0.09160690853665052,-1,0.5,-1,0.8868706446172807,-1,0.5,-1
eChild 69,0.0002052273425761921,796,2.6672815849316678e-05,608,0.14288501912075638,-1,0.5,-1,0.48521548363154293,-1,0.4633904823583058,-1,0.5999872090254601,-1,0.8986485458765097,-1,0.11441251436247368,-1,0.10598663946558917,-1,0.5,-1,0.864045832855396,-1,0.5,-1
eChild 70,0.00013701140992597953,744,2.7217159029914976e-05,675,0.12404213341717442,-1,0.5,-1,0.4775099909117798,-1,0.46015646397946924,-1,0.588211019985691,-1,0.9266420485266827,-1,0.10553046035348841,-1,0.09087661313821681,-1,0.5,-1,0.8875396993932181,-1,0.5,-1
eChild 71,0.00018179907776608577,783,6.893556017306163e-05,725,0.10341985114641865,-1,0.5,-1,0.48667404623478255,-1,0.4713394705821663,-1,0.5910849096754213,-1,0.9102185865752188,-1,0.15181282790414324,-1,0.0711835604385892,-1,0.5,-1,0.910128805161794,-1,0.5,-1
eChild 72,0.0001578244213294451,769,2.6672815849316678e-05,618,0.14288501912075638,-1,0.5,-1,0.48327753104954174,-1,0.4675819259606423,-1,0.5865597379256183,-1,0.9046088221906038,-1,0.11913006493385431,-1,0.07715991046577625,-1,0.5,-1,0.9046088221906038,-1,0.5,-1
eChild 73,0.00013427118172745995,755,6.231228647948821e-05,675,0.1121242640752242,-1,0.5,-1,0.48327753104954174,-1,0.4694569388517746,-1,0.5931254000632477,-1,0.9204678189744568,-1,0.10135145412349028,-1,0.08962984740322821,-1,0.5,-1,0.8852445912175695,-1,0.5,-1
eChild 74,0.00020112279572466826,798,6.488159775040422e-05,696,0.09348335425320814,-1,0.5,-1,0.48134731865790303,-1,0.46200170061928747,-1,0.590675585260682,-1,0.9363160892593394,-1,0.12156129074883093,-1,0.08282134794644706,-1,0.5,-1,0.8962701994562757,-1,0.5,-1
eChild 75,0.00013427118172745995,780,2.6139359532330345e-05,629,0.10768414321784532,-1,0.5,-1,0.48086597133924514,-1,0.4647834387891403,-1,0.592718118181429,-1,0.9188447132392417,-1,0.1317925921779769,-1,0.09424578465423498,-1,0.5,-1,0.883019158185016,-1,0.5,-1
eChild 76,0.00011423295641208205,747,3.2644356322321754e-05,650,0.14002731873834126,-1,0.5,-1,0.4827942535184922,-1,0.4606170810605298,-1,0.587386205009505,-1,0.9236172933430683,-1,0.14002731873834126,-1,0.06705153995832944,-1,0.5,-1,0.9171056713800824,-1,0.5,-1
eChild 77,0.00014557222110470503,741,3.199146919587532e-05,651,0.126573605527729,-1,0.5,-1,0.48134731865790303,-1,0.4633904823583058,-1,0.5943448036461326,-1,0.9046088221906038,-1,0.12156129074883093,-1,0.06486137921350119,-1,0.5,-1,0.9178761882329834,-1,0.5,-1
eChild 78,0.0001263749620724315,761,4.331547187837726e-05,667,0.1679492588748714,-1,0.5,-1,0.48086597133924514,-1,0.46431865535035116,-1,0.588211019985691,-1,0.9102185865752188,-1,0.10341985114641865,-1,0.0621061768071695,-1,0.5,-1,0.9214371082995002,-1,0.5,-1
eChild 79,0.0001931583330139714,794,2.6672815849316678e-05,643,0.11674746363517723,-1,0.5,-1,0.4823114592649737,-1,0.4685184944310099,-1,0.595964992122585,-1,0.9220584625949677,-1,0.14288501912075638,-1,0.07162596169055646,-1,0.5,-1,0.9080204073989433,-1,0.5,-1
eChild 80,9.916854619958804e-05,749,2.0930604666057433e-05,616,0.10135145412349028,-1,0.5,-1,0.48424553787976343,-1,0.46618058246095634,-1,0.5886228089657053,-1,0.8944695396465115,-1,0.08798578515628547,-1,0.09752568821381374,-1,0.5,-1,0.8665197947463211,-1,0.5,-1
eChild 81,0.00010970933133816359,728,1.675979134626215e-05,599,0.14877657134606037,-1,0.5,-1,0.47942481554227545,-1,0.4560315828411362,-1,0.5939387423885212,-1,0.9266420485266827,-1,0.06904391706307433,-1,0.08570366289491156,-1,0.5,-1,0.8939429415945707,-1,0.5,-1
eChild 82,0.00011894310330287593,736,3.199146919587532e-05,633,0.12404213341717442,-1,0.5,-1,0.48424553787976343,-1,0.4592366112079743,-1,0.5947504588424865,-1,0.9046088221906038,-1,0.11913006493385431,-1,0.0676710712368138,-1,0.5,-1,0.9142397630443756,-1,0.5,-1
eChild 83,9.333664233468268e-05,738,3.611417774420848e-05,634,0.16459027369737397,-1,0.5,-1,0.4827942535184922,-1,0.46200170061928747,-1,0.5865597379256183,-1,0.8944695396465115,-1,0.1121242640752242,-1,0.06312053519248884,-1,0.5,-1,0.9198337839790819,-1,0.5,-1
eChild 84,0.00012895404293105254,743,3.072460701571866e-05,659,0.09733793654020007,-1,0.5,-1,0.48424553787976343,-1,0.4675819259606423,-1,0.5914938247657459,-1,0.8965801488535813,-1,0.11913006493385431,-1,0.07787283932629613,-1,0.5,-1,0.9021763461835716,-1,0.5,-1
eChild 85,0.00018929516635369197,797,3.4684056305537823e-05,658,0.11441251436247368,-1,0.5,-1,0.4823114592649737,-1,0.4694569388517746,-1,0.5898557068186123,-1,0.8986485458765097,-1,0.10341985114641865,-1,0.08026108970773671,-1,0.5,-1,0.8990005005502579,-1,0.5,-1
eChild 86,0.0001119482972838404,735,3.199146919587532e-05,660,0.16459027369737397,-1,0.5,-1,0.4827942535184922,-1,0.4633904823583058,-1,0.5840703909028159,-1,0.9236172933430683,-1,0.09733793654020007,-1,0.07247711849249301,-1,0.5,-1,0.9095919989517182,-1,0.5,-1
eChild 87,0.00010325754498082886,714,4.244916244080972e-05,680,0.14580103991913917,-1,0.5,-1,0.48376129234188364,-1,0.4657144018784954,-1,0.5869731781876927,-1,0.9309560829369257,-1,0.12156129074883093,-1,0.059397095797284166,-1,0.5,-1,0.9264221946727594,-1,0.5,-1
eChild 88,0.0001610453278871889,772,3.7603267122249564e-05,622,0.126573605527729,-1,0.5,-1,0.4803851053679059,-1,0.4647834387891403,-1,0.582820102332326,-1,0.8808699350661457,-1,0.11674746363517723,-1,0.09368172174957685,-1,0.5,-1,0.8820903013791267,-1,0.5,-1
eChild 89,9.524147177008436e-05,759,3.915375585407077e-05,648,0.1549110488817788,-1,0.5,-1,0.48086597133924514,-1,0.4606170810605298,-1,0.5849018341914012,-1,0.9137739305468402,-1,0.09348335425320814,-1,0.06512147464364856,-1,0.5,-1,0.9184397475471582,-1,0.5,-1
eChild 90,0.0001213705135743632,731,2.2692245432732015e-05,628,0.10553046035348841,-1,0.5,-1,0.48134731865790303,-1,0.46107815921974954,-1,0.5861458838094278,-1,0.9251449474762069,-1,0.10553046035348841,-1,0.07335252361056528,-1,0.5,-1,0.9091471154798675,-1,0.5,-1
eChild 91,0.0001578244213294451,771,1.6424595519336908e-05,585,0.11441251436247368,-1,0.5,-1,0.48667404623478255,-1,0.47086813111158415,-1,0.592718118181429,-1,0.9026620634597998,-1,0.09539117780939606,-1,0.09116735546314507,-1,0.5,-1,0.8855874856375263,-1,0.5,-1
